en-unannotated-00001	Unsure.
en-unannotated-11593	The wine list is limited but with interesting choices.
en-unannotated-11594	We were looking forward to a return visit.
en-unannotated-11595	Between the table we sampled organic potatoes (drowning in butter, as they should be), seasonal greens (crisply blanched), beef cheek (falling apart in its tenderness), eye fillet (cooked to perfection with a great accompanying salsa-type thing) and lamb rump (amazing teamed with pickled eggplant). All in all, a lovely restaurant for a special occasion or just to treat yourself.
en-unannotated-11596	Chef Rodrigo and his staff are passionate about giving the best quality food and service.
en-unannotated-11597	We had no idea the history of the hotel, which was a wonderful surprise.
en-unannotated-11598	But this bagel made me a fan of haloumi!
en-unannotated-11599	The only take back is that while delicious, their burgers are difficult to eat (as in the insides are usually popping out the bottom and sides as I eat and I am always scrapping up bits as I go).
en-unannotated-11600	Zero compaints and I added zero calories due to the freshness of everything .
en-unannotated-11601	The cherry tomatoes were amazingly sweet; the other was rather tasteless.
en-unannotated-11602	Stayed in Room 107 on ground floor.
en-unannotated-11603	Done Deal is in my opinion the number 1 online selling site in Ireland - the others are insignificant by comparison
en-unannotated-11604	Their seafood is really good, the atmosphere of the place is hip, very nice looking place and the service is great.
en-unannotated-11605	- Dirty room, with stairs, hair, broken bits;
en-unannotated-11606	Try the shrimps with wassabi sauce.
en-unannotated-11607	Well our spinach side was kind of cold and one time I got the apple strudel and it tasted onion-y, though I don't think it was at this location...
en-unannotated-11608	The gratins are simply delicious- so buttery, garlicky, cheesy, and flavorful.
en-unannotated-11609	The hotel is truly beautiful, my only recommendations would be to double check bedrooms to make sure they're clean and some maintanence is required for little touches.
en-unannotated-11610	His nephew, the host, was very friendly and spoke enough English to help us make selections.
en-unannotated-11611	This place was so good I almost don't want to write a review and let out "the secret.
en-unannotated-11612	This is more than a five star hotel.
en-unannotated-11613	The service was amazing, I have no words for it and therefore I gladly payed the coperto!
en-unannotated-11614	Would definitely recommend.
en-unannotated-11615	Stayed here for one week on a room only basis, but the hotel, room and staff were all excellent.
en-unannotated-11616	We tried to book a table upstairs but it was not...
en-unannotated-11617	Ordered the escargot, prawns and scallops and pork shoulder and everything was absolutely delicious.
en-unannotated-11618	Second, love the decor, really rustic and cabin looking.
en-unannotated-11619	My suite has a living room and sleeping room wit additional bathroom and entrance space.
en-unannotated-11620	I was a little disoriented at mealtime, so my recollection is a little foggy and I didn't have a 100% appetite, but I found this to be a pretty solid option if you are in this area of the city.
en-unannotated-11621	Interesting tasty dishes, presented with care and served in a friendly and understanding manner.
en-unannotated-11622	The management of the queue was the least effective I have ever experienced - the cafe is a big place with tall ceilings, it has only 8...
en-unannotated-11623	Quantity also quite large.
en-unannotated-11624	Definitely share the pork knee.
en-unannotated-11625	Vine and beer made localy.
en-unannotated-11626	Lovely environment and food
en-unannotated-11627	So I feel like it's mislabeled in TripAdvisor, setting it up for...
en-unannotated-11628	I already did!
en-unannotated-11629	The staff friendly and sweet
en-unannotated-11630	The pate plate was good (esp for the price), the duck was wonderfully cooked in the middle, but the exterior was not crispy, so realize that before you order.
en-unannotated-11631	They duplicated payments and refused to use the pre-authorization payment, rather they wanted a new payment.
en-unannotated-11632	Try out Brew for a leisurely brunch date, or perhaps a drink with that friend from Sydney who claims that Brisbane "just doesn't have as much culture".
en-unannotated-11633	Very clean and comfortable.
en-unannotated-11634	This is a good hotel choice if you don't mind being a bit further from the city centre.
en-unannotated-11635	They have wifi and also parking assistance outside.
en-unannotated-11636	Prices were good and the food quality was decent.
en-unannotated-11637	Cool staff.
en-unannotated-11638	Over all I do recommend you play this game.
en-unannotated-11639	The service was outstanding - attentive but unobtrusive.
en-unannotated-11640	Tried the shrimp with avocado, the meat and a lime pie.
en-unannotated-11641	Location.
en-unannotated-11642	Rooms are old , with basic furniture , in one room the fridge was on the top of the capenet imposible to reach .
en-unannotated-11643	Had the tasting menu for lunch here recently and thoroughly enjoyed the experience.
en-unannotated-11644	All in all I had a terrific experience and I would not hesitate to return again.
en-unannotated-11645	the restaurant was packed!!
en-unannotated-11646	The burger and the tartare are not to be missed.
en-unannotated-11647	Apartment needs some maintenance.
en-unannotated-11648	I want to say our server was also the owner of this little hidden gem and he was darling.
en-unannotated-11649	u can name yaself and chose how u want to move around your little or HUGE snake!
en-unannotated-11650	I couldn't decide on which dish so they made me one with both, including pear raviolli.
en-unannotated-11651	Everything is clean, and near the center, beach.
en-unannotated-11652	Amazing one of the Best meals in Paris and we ate alot.
en-unannotated-11653	The door had a sign indicating that they would accept all kinds of cards, including Discover!
en-unannotated-11654	Now, I never thought I'd be eating a pig's knee in the former Czechoslovakia, but this thing was roasted to a perfect tenderness the likes of which I may never have again.
en-unannotated-11655	Amazing evening - was there with my girlfriend and we were only 4 persons that night - two couples.
en-unannotated-11656	Since the pancakes weren't too overly sweet, you could really taste the delicious tart strawberries, mixed with the freshness from the mint and the creaminess of the mascarpone which was also drizzled with maple syrup.
en-unannotated-11657	I found this restaurant on trip advisor and had no idea the distance from Neptune's fountains, however it was worth the 17 minute taxi ride.
en-unannotated-11658	For dessert, we had cannelés.
en-unannotated-11659	People af the bar are friendly, food is good.
en-unannotated-11660	Cost was €69, room only (no breakfast).
en-unannotated-11661	The pancakes were fluffy and didn't get soggy.
en-unannotated-11662	The restaurant is very intimate in the sense that we were pretty much sitting shoulder-to-shoulder with another family.
en-unannotated-11663	I got the attention of a staff member and explained our excessive wait, and the fact that another couple arrived after us and were already eating.
en-unannotated-11664	No wait
en-unannotated-11665	We ordered the egg cocotte with duck foie gras (liver paté), the pork loin, and the crème brûlée.
en-unannotated-11666	Restaurant run by a couple who take you on a tasting journey during the course of the evening.
